meanRSSI,varRSSI,meanSNR,varSNR,CFO,PLR,CRC,SF,CR,meanToA,label
-102.405,0.0,4.8253,0.0,2690.6596,1.0,1025,12,8,0.0,1
-106.3633,0.0,7.0658,0.0,2749.9876,1.0,169,12,8,0.0,1
-104.9309,0.0,1.7817,0.0,2656.2861,1.0,408,12,8,0.0,1
-102.6489,0.0,8.8197,0.0,2634.2084,1.0,1239,12,8,0.0,1
-104.4937,0.0,8.9499,0.0,2610.1074,1.0,427,12,8,0.0,1
-103.2821,0.8622,3.0753,0.9858,-97.0924,0.565,6,12,8,1450000.0,1
-105.9359,1.9068,0.1162,0.9222,368.024,0.3682,0,12,8,1450000.0,1
-105.6324,0.0,8.4234,0.0,2699.264,1.0,264,12,8,0.0,1
-103.4869,0.0,3.7792,0.0,2643.0598,1.0,277,12,8,0.0,1
-103.9458,2.2058,3.6656,1.3477,-305.9815,0.8525,3,12,8,1450000.0,1
-105.1312,0.0,4.5397,0.0,2668.8671,1.0,1228,12,8,0.0,1
-111.3176,0.0,1.4727,0.0,2234.7193,1.0,27,12,8,0.0,1
-108.5774,0.0,1.6719,0.0,2905.6147,1.0,30,12,8,0.0,1
-107.1868,1.619,2.2006,0.7623,-239.3851,0.788,14,12,8,1450000.0,1
-106.2827,0.0,5.8652,0.0,2767.2257,1.0,813,12,8,0.0,1
-103.5904,0.0,4.11,0.0,4169.8371,1.0,20,12,8,0.0,1
-103.71,0.8563,3.9342,2.6617,-196.4271,0.6893,10,12,8,1450000.0,1
-107.6969,1.5138,1.4654,0.0695,19.1052,0.9184,12,12,8,1450000.0,1
-102.8972,0.938,7.7522,2.0582,199.6537,0.5766,0,12,8,1450000.0,1
-105.8883,0.0,8.7442,0.0,2734.4916,1.0,1014,12,8,0.0,1
-105.6278,0.0,6.3785,0.0,2626.6448,1.0,194,12,8,0.0,1
-102.1208,0.0,7.3031,0.0,2633.4033,1.0,394,12,8,0.0,1
-104.6937,0.0,5.5255,0.0,2721.2485,1.0,487,12,8,0.0,1
-105.7618,0.0,1.1666,0.0,3436.4213,1.0,14,12,8,0.0,1
-103.7242,0.9064,7.6173,0.1462,72.3383,0.5156,5,12,8,1450000.0,1
-103.5656,1.682,4.5339,2.1208,-165.2682,0.382,6,12,8,1450000.0,1
-106.1454,0.108,0.9813,1.3235,215.8401,0.1426,12,12,8,1450000.0,1
-104.3086,1.4346,7.3424,2.2174,6.2077,0.128,3,12,8,1450000.0,1
-104.2501,0.0,6.5414,0.0,2620.6889,1.0,1319,12,8,0.0,1
-103.5896,0.0,7.8041,0.0,2767.6515,1.0,222,12,8,0.0,1
-110.5138,0.0,3.6104,0.0,4010.6086,1.0,13,12,8,0.0,1
-104.0184,1.0663,1.5374,0.1883,201.0252,0.5162,13,12,8,1450000.0,1
-110.9041,2.1329,2.53,2.6238,-308.6824,0.3843,14,12,8,1450000.0,1
-105.2519,0.0,3.0255,0.0,2591.4116,1.0,687,12,8,0.0,1
-106.8376,1.064,-0.1803,1.0155,-109.9601,0.8282,4,12,8,1450000.0,1
-105.2718,0.0,2.488,0.0,2689.3777,1.0,843,12,8,0.0,1
-105.8367,0.0,7.1068,0.0,2710.8117,1.0,54,12,8,0.0,1
-95.9548,0.0,8.1732,0.0,3979.5881,1.0,22,12,8,0.0,1
-103.5177,0.0,2.1384,0.0,2594.7971,1.0,133,12,8,0.0,1
-110.972,1.9768,0.8152,1.9885,-248.8543,0.3652,3,12,8,1450000.0,1
-109.0339,2.0941,3.1151,1.3056,-99.4065,0.7296,2,12,8,1450000.0,1
-102.5935,2.2609,1.2,1.2619,-205.8918,0.2416,3,12,8,1450000.0,1
-106.5526,1.2256,0.652,1.4903,427.0587,0.2433,11,12,8,1450000.0,1
-105.769,1.3898,-0.4288,2.4358,405.331,0.9861,14,12,8,1450000.0,1
-105.9946,0.0,3.2768,0.0,2769.1308,1.0,650,12,8,0.0,1
-106.2209,0.0,6.0871,0.0,2644.5967,1.0,1158,12,8,0.0,1
-106.3958,0.0,7.5609,0.0,2668.6051,1.0,899,12,8,0.0,1
-108.2741,0.0,4.4662,0.0,2449.0597,1.0,18,12,8,0.0,1
-89.0711,0.0,8.7083,0.0,3268.4263,1.0,19,12,8,0.0,1
-106.4447,0.0,2.5205,0.0,2659.6391,1.0,30,12,8,0.0,1
-109.3687,0.0,0.5616,0.0,3745.2456,1.0,16,12,8,0.0,1
-104.3643,0.0,5.5991,0.0,2740.2991,1.0,1263,12,8,0.0,1
-104.709,0.0,3.2584,0.0,2753.4346,1.0,800,12,8,0.0,1
-105.4858,0.0,7.9884,0.0,2688.7465,1.0,882,12,8,0.0,1
-105.3147,0.0,3.8416,0.0,2693.6607,1.0,211,12,8,0.0,1
-105.1165,2.1788,1.5509,2.6611,-290.8485,0.6923,8,12,8,1450000.0,1
