meanRSSI,varRSSI,meanSNR,varSNR,CFO,PLR,CRC,SF,CR,meanToA,label
-109.6000,0.2400,8.6500,0.9650,-317.9283,0.000,0,10,5,289000.0000,0
-109.7000,0.4100,8.9250,0.0756,-310.1688,0.000,0,10,5,289000.0000,0
-109.7000,0.4100,9.0500,0.2225,-297.3762,0.000,0,10,5,289000.0000,0
-108.7000,0.4100,9.4000,0.1400,-284.5835,0.000,0,10,5,289000.0000,0
-108.0000,5.4000,10.8000,1.3975,-272.2104,0.000,0,10,5,289000.0000,0
-107.7000,0.4100,11.0500,0.8600,-262.9829,0.000,0,10,5,289000.0000,0
-107.7000,0.8100,11.4250,0.8631,-252.0776,0.000,0,10,5,289000.0000,0
-109.7000,2.0100,9.3500,1.1400,-241.8016,0.000,0,10,5,289000.0000,0
-112.4000,2.2400,9.1000,0.8775,-235.3005,0.000,0,10,5,289000.0000,0
-110.1000,0.2900,9.0000,0.4500,-227.7507,0.000,0,10,5,289000.0000,0
-110.9000,1.4900,9.8000,0.7850,-219.5718,0.000,0,10,5,289000.0000,0
-108.9000,0.8900,9.5250,0.2056,-210.1346,0.000,0,10,5,289000.0000,0
-108.4000,1.0400,9.7250,0.1931,-200.9072,0.000,0,10,5,289000.0000,0
-109.8000,0.9600,8.8250,0.0381,-189.7922,0.000,0,10,5,289000.0000,0
-108.8000,0.5600,9.3500,0.0400,-183.2911,0.000,0,10,5,289000.0000,0
-110.7000,0.8100,9.7000,0.9100,-175.1122,0.1667,0,10,5,289000.0000,0
-113.1000,0.4900,9.4750,0.2056,-167.9819,0.000,0,10,5,289000.0000,0
-111.5000,4.0500,8.8750,0.3281,-159.3835,0.000,0,10,5,289000.0000,0
-109.0000,0.6000,9.6500,0.5025,-152.8824,0.000,0,10,5,289000.0000,0
-108.3000,0.6100,10.3500,0.8275,-146.3812,0.000,0,10,5,289000.0000,0
-108.4000,0.4400,9.9250,0.1631,-140.5092,0.000,0,10,5,289000.0000,0
-108.3000,0.4100,10.0500,0.0350,-133.3789,0.000,0,10,5,289000.0000,0
-108.4000,0.2400,10.1250,0.0531,-127.9263,0.000,0,10,5,289000.0000,0
-109.6000,1.6400,10.1250,0.2406,-122.6834,0.000,0,10,5,289000.0000,0
-111.6000,0.2400,10.3500,0.1650,-115.7628,0.000,0,10,5,289000.0000,0
-110.4000,1.4400,9.0750,1.2131,-110.3102,0.000,0,10,5,289000.0000,0
-109.8000,0.1600,8.8750,0.0406,-105.4867,0.000,0,10,5,289000.0000,0
-110.3000,1.2100,9.1750,0.2631,-101.7119,0.000,0,10,5,289000.0000,0
-112.6000,0.4400,9.6000,0.0775,-98.1467,0.000,0,10,5,289000.0000,0
