meanRSSI,varRSSI,meanSNR,varSNR,CFO,PLR,CRC,SF,CR,meanToA,label
-126.1455,2.8134,-2.8816,1.6469,134.1012,0.0,0,8,5,83000.0,2
-111.0064,1.2349,-9.2773,1.6134,176.7472,0.0,0,8,5,83000.0,2
-999.0,0.0,-999.0,0.0,0.0,1.0,0,8,5,0.0,2
-129.1987,2.6811,-6.1976,1.975,141.823,0.0,0,8,5,83000.0,2
-128.1926,0.9421,-4.254,0.9157,140.2784,0.0514,0,8,5,83000.0,2
-126.5182,4.3233,-4.1239,4.1406,138.1202,0.0731,0,8,5,83000.0,2
-123.2736,1.7911,-0.8862,1.1589,149.7786,0.0,0,8,5,83000.0,2
-109.539,9.4162,-10.5186,5.6222,157.271,0.092,0,8,5,83000.0,2
-127.8726,0.0553,-5.9076,0.0588,162.5657,0.0,0,8,5,83000.0,2
-128.4131,45.0,-5.2804,24.4174,157.4044,0.1567,0,8,5,83000.0,2
-999.0,0.0,-999.0,0.0,0.0,1.0,0,8,5,0.0,2
-127.2239,5.7583,-4.333,4.8021,143.563,0.1289,0,8,5,83000.0,2
-129.308,14.3072,-6.382,15.4341,146.513,0.2051,0,8,5,83000.0,2
-122.9317,0.8402,-1.4515,0.4739,157.2515,0.0,0,8,5,83000.0,2
-124.0157,0.0282,-2.2745,0.0103,141.9087,0.0,0,8,5,83000.0,2
-127.4139,2.159,-5.2503,1.8249,159.7755,0.0,0,8,5,83000.0,2
-121.7088,1.3292,-0.0703,0.6739,139.4363,0.0,0,8,5,83000.0,2
-129.3109,1.3661,-6.09,0.9179,142.637,0.0,0,8,5,83000.0,2
-128.6976,3.8415,-5.6574,1.5273,151.0077,0.0817,0,8,5,83000.0,2
-130.7825,14.3168,-6.8133,8.6498,156.1849,0.0119,0,8,5,83000.0,2
-118.5751,5.0685,-3.8496,2.216,141.7739,0.0906,0,8,5,83000.0,2
-111.705,32.1872,-7.5708,13.5675,146.7402,0.1725,0,8,5,83000.0,2
-130.9,3.6355,-7.9341,3.7482,144.2924,0.0349,0,8,5,83000.0,2
-110.6699,0.0921,-9.6657,0.0423,154.6468,0.0,0,8,5,83000.0,2
-119.6697,5.0636,-1.948,2.6957,169.2376,0.0567,0,8,5,83000.0,2
-999.0,0.0,-999.0,0.0,0.0,1.0,0,8,5,0.0,2
-128.6111,3.3764,-5.9888,1.9294,168.1752,0.0123,0,8,5,83000.0,2
-120.3717,0.7813,0.1389,0.4626,148.3888,0.0,0,8,5,83000.0,2
-125.6363,0.1267,-2.8024,0.1716,153.887,0.0,0,8,5,83000.0,2
-130.9,2.0229,-7.8293,2.5491,149.7334,0.0,0,8,5,83000.0,2
-126.1696,0.3601,-3.542,0.3633,147.938,0.0,0,8,5,83000.0,2
-127.8901,1.3414,-6.0402,0.503,157.6083,0.0144,0,8,5,83000.0,2
-126.2918,0.4667,-4.4814,0.4127,156.0157,0.0,0,8,5,83000.0,2
-113.868,6.0136,-7.0309,6.1509,145.5676,0.0641,0,8,5,83000.0,2
-123.1042,0.7144,-1.3071,0.5263,148.8743,0.0772,0,8,5,83000.0,2
-129.0343,0.0319,-6.5848,0.0153,149.4102,0.0,0,8,5,83000.0,2
-127.1481,8.8651,-5.009,4.2542,158.526,0.0931,0,8,5,83000.0,2
-125.1757,0.2729,-2.8142,0.1673,137.2328,0.0,0,8,5,83000.0,2
-118.3159,1.3092,3.5804,0.3889,133.8638,0.0,0,8,5,83000.0,2
-125.005,0.229,-3.2911,0.1768,152.5228,0.0,0,8,5,83000.0,2
-112.1778,5.6343,8.551,2.1094,124.8562,0.1332,0,8,5,83000.0,2
-130.9,1.8137,-7.0894,2.2457,158.019,0.0286,0,8,5,83000.0,2
-127.7781,0.2822,-3.8438,0.3479,165.456,0.0,0,8,5,83000.0,2
-110.6988,12.3906,9.696,10.5955,159.4663,0.1402,0,8,5,83000.0,2
-128.4461,0.1813,-4.6098,0.2192,168.1341,0.0,0,8,5,83000.0,2
-126.4727,0.2476,-3.6735,0.1669,136.1916,0.0,0,8,5,83000.0,2
-108.3501,1.5669,-11.4503,1.0503,149.3885,0.0,0,8,5,83000.0,2
-130.2508,3.6101,-6.8469,1.2749,150.3512,0.1163,0,8,5,83000.0,2
-112.7977,0.3749,-6.9721,0.2791,156.3748,0.0,0,8,5,83000.0,2
-130.2349,0.9022,-6.931,0.5548,144.8887,0.0,0,8,5,83000.0,2
-126.1902,0.7856,-3.522,0.5705,138.1503,0.0,0,8,5,83000.0,2
-111.3454,0.2208,-7.6122,0.0759,152.1728,0.0,0,8,5,83000.0,2
-130.9,2.9779,-6.7363,1.3244,147.2658,0.0228,0,8,5,83000.0,2
-123.2885,33.0637,-1.412,42.508,152.2504,0.2889,0,8,5,83000.0,2
-999.0,0.0,-999.0,0.0,0.0,1.0,0,8,5,0.0,2
-126.0498,45.0,-3.0641,23.1873,163.4514,0.2167,0,8,5,83000.0,2
-126.9192,2.4479,-4.2626,1.8176,156.9231,0.0,0,8,5,83000.0,2
-130.75,1.3944,-7.4378,0.722,161.7958,0.0,0,8,5,83000.0,2
-127.1211,2.4491,-5.0043,2.0827,152.5795,0.0,0,8,5,83000.0,2
-127.5745,1.2934,-4.8359,0.9238,163.1953,0.0,0,8,5,83000.0,2
-126.2488,12.2934,-3.9494,3.3803,131.3755,0.0811,0,8,5,83000.0,2
-126.8997,0.9134,-3.6664,0.4758,141.4756,0.0,0,8,5,83000.0,2
-126.7334,1.2017,-3.225,0.6379,176.547,0.0,0,8,5,83000.0,2
-129.7982,0.438,-6.4639,0.3512,144.3574,0.0725,0,8,5,83000.0,2
-999.0,0.0,-999.0,0.0,0.0,1.0,0,8,5,0.0,2
-118.0072,3.7215,3.9712,1.2717,148.0086,0.0242,0,8,5,83000.0,2
-999.0,0.0,-999.0,0.0,0.0,1.0,0,8,5,0.0,2
-127.432,35.6316,-4.7957,27.1817,-457.1528,0.2127,0,8,5,83000.0,2
-106.9404,24.0744,-12.6672,19.5304,-468.1759,0.1673,0,8,5,83000.0,2
-126.4498,6.755,-3.6017,6.7861,-450.8932,0.0732,0,8,5,83000.0,2
-111.009,0.0035,-8.1147,0.01,-448.6352,0.0,0,8,5,83000.0,2
